'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL'
'133 ','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1342','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1343','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1351','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1361','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1362','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1363','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1364','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1365','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1366','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1369','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'138 ','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'139 ','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1390','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1391','3',"Operations on the eye",'3.3',"Lens and cataract procedures [15.]",'3.3.4',"Other lens and cataract procedures"
'1431','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1432','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1433','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1434','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1435','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1439','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1441','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1449','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1451','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1452','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1453','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1454','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1455','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1459','3',"Operations on the eye",'3.4',"Repair of retinal tear; detachment [16.]",' '," "
'1421','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1422','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1423','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1424','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1425','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1426','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1427','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'1429','3',"Operations on the eye",'3.5',"Destruction of lesion of retina and choroid [17.]",' '," "
'0811','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'0819','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'0911','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'0912','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'0919','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1021','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1029','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1121','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1122','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1129','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1221','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1222','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1229','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1411','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1419','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1501','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1509','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1621','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1622','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1623','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'1629','3',"Operations on the eye",'3.6',"Diagnostic procedures on eye [18.]",' '," "
'0801','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0802','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0809','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0820','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0821','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0822','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0823','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0824','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0825','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0831','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0832','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0833','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0834','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0835','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0836','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0837','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0838','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0841','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0842','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0843','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0844','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0849','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0851','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0852','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0859','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0861','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0862','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0863','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0864','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0869','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0870','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0871','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0872','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0873','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0874','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0881','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0882','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0883','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0884','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0885','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0886','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0887','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0889','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0891','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0892','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0893','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0899','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'090 ','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0920','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0921','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0922','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0923','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'093 ','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0941','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0942','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0943','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0944','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0949','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0951','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0952','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0953','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0959','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'096 ','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0971','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0972','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0973','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0981','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0982','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0983','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0991','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
'0999','3',"Operations on the eye",'3.7',"Other therapeutic procedures on eyelids; conjunctiva; cornea [19.]",' '," "
