NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'01701','1    ','Tuberculosis',"TB SKIN/SUBCUT-NO EXAM",' ',' '
'01702','1    ','Tuberculosis',"TB SKIN/SUBCUT-EXAM UNKN",' ',' '
'01703','1    ','Tuberculosis',"TB SKIN/SUBCUT-MICRO DX",' ',' '
'01704','1    ','Tuberculosis',"TB SKIN/SUBCUT-CULT DX",' ',' '
'01705','1    ','Tuberculosis',"TB SKIN/SUBCUT-HISTO DX",' ',' '
'01706','1    ','Tuberculosis',"TB SKIN/SUBCUT-OTH TEST",' ',' '
'01710','1    ','Tuberculosis',"ERYTHEMA NODOS TB-UNSPEC",' ',' '
'01711','1    ','Tuberculosis',"ERYTHEM NODOS TB-NO EXAM",' ',' '
'01712','1    ','Tuberculosis',"ERYTHEM NOD TB-EXAM UNKN",' ',' '
'01713','1    ','Tuberculosis',"ERYTHEM NOD TB-MICRO DX",' ',' '
'01714','1    ','Tuberculosis',"ERYTHEM NODOS TB-CULT DX",' ',' '
'01715','1    ','Tuberculosis',"ERYTHEM NOD TB-HISTO DX",' ',' '
'01716','1    ','Tuberculosis',"ERYTHEM NOD TB-OTH TEST",' ',' '
'01720','1    ','Tuberculosis',"TB PERIPH LYMPH-UNSPEC",' ',' '
'01721','1    ','Tuberculosis',"TB PERIPH LYMPH-NO EXAM",' ',' '
'01722','1    ','Tuberculosis',"TB PERIPH LYMPH-EXAM UNK",' ',' '
'01723','1    ','Tuberculosis',"TB PERIPH LYMPH-MICRO DX",' ',' '
'01724','1    ','Tuberculosis',"TB PERIPH LYMPH-CULT DX",' ',' '
'01725','1    ','Tuberculosis',"TB PERIPH LYMPH-HISTO DX",' ',' '
'01726','1    ','Tuberculosis',"TB PERIPH LYMPH-OTH TEST",' ',' '
'01730','1    ','Tuberculosis',"TB OF EYE-UNSPEC",' ',' '
'01731','1    ','Tuberculosis',"TB OF EYE-NO EXAM",' ',' '
'01732','1    ','Tuberculosis',"TB OF EYE-EXAM UNKN",' ',' '
'01733','1    ','Tuberculosis',"TB OF EYE-MICRO DX",' ',' '
'01734','1    ','Tuberculosis',"TB OF EYE-CULT DX",' ',' '
'01735','1    ','Tuberculosis',"TB OF EYE-HISTO DX",' ',' '
'01736','1    ','Tuberculosis',"TB OF EYE-OTH TEST",' ',' '
'01740','1    ','Tuberculosis',"TB OF EAR-UNSPEC",' ',' '
'01741','1    ','Tuberculosis',"TB OF EAR-NO EXAM",' ',' '
'01742','1    ','Tuberculosis',"TB OF EAR-EXAM UNKN",' ',' '
'01743','1    ','Tuberculosis',"TB OF EAR-MICRO DX",' ',' '
'01744','1    ','Tuberculosis',"TB OF EAR-CULT DX",' ',' '
'01745','1    ','Tuberculosis',"TB OF EAR-HISTO DX",' ',' '
'01746','1    ','Tuberculosis',"TB OF EAR-OTH TEST",' ',' '
'01750','1    ','Tuberculosis',"TB OF THYROID-UNSPEC",' ',' '
'01751','1    ','Tuberculosis',"TB OF THYROID-NO EXAM",' ',' '
'01752','1    ','Tuberculosis',"TB OF THYROID-EXAM UNKN",' ',' '
'01753','1    ','Tuberculosis',"TB OF THYROID-MICRO DX",' ',' '
'01754','1    ','Tuberculosis',"TB OF THYROID-CULT DX",' ',' '
'01755','1    ','Tuberculosis',"TB OF THYROID-HISTO DX",' ',' '
'01756','1    ','Tuberculosis',"TB OF THYROID-OTH TEST",' ',' '
'01760','1    ','Tuberculosis',"TB OF ADRENAL-UNSPEC",' ',' '
'01761','1    ','Tuberculosis',"TB OF ADRENAL-NO EXAM",' ',' '
'01762','1    ','Tuberculosis',"TB OF ADRENAL-EXAM UNKN",' ',' '
'01763','1    ','Tuberculosis',"TB OF ADRENAL-MICRO DX",' ',' '
'01764','1    ','Tuberculosis',"TB OF ADRENAL-CULT DX",' ',' '
'01765','1    ','Tuberculosis',"TB OF ADRENAL-HISTO DX",' ',' '
'01766','1    ','Tuberculosis',"TB OF ADRENAL-OTH TEST",' ',' '
'01770','1    ','Tuberculosis',"TB OF SPLEEN-UNSPEC",' ',' '
'01771','1    ','Tuberculosis',"TB OF SPLEEN-NO EXAM",' ',' '
'01772','1    ','Tuberculosis',"TB OF SPLEEN-EXAM UNKN",' ',' '
'01773','1    ','Tuberculosis',"TB OF SPLEEN-MICRO DX",' ',' '
'01774','1    ','Tuberculosis',"TB OF SPLEEN-CULT DX",' ',' '
'01775','1    ','Tuberculosis',"TB OF SPLEEN-HISTO DX",' ',' '
'01776','1    ','Tuberculosis',"TB OF SPLEEN-OTH TEST",' ',' '
'01780','1    ','Tuberculosis',"TB ESOPHAGUS-UNSPEC",' ',' '
'01781','1    ','Tuberculosis',"TB ESOPHAGUS-NO EXAM",' ',' '
'01782','1    ','Tuberculosis',"TB ESOPHAGUS-EXAM UNKN",' ',' '
'01783','1    ','Tuberculosis',"TB ESOPHAGUS-MICRO DX",' ',' '
'01784','1    ','Tuberculosis',"TB ESOPHAGUS-CULT DX",' ',' '
'01785','1    ','Tuberculosis',"TB ESOPHAGUS-HISTO DX",' ',' '
'01786','1    ','Tuberculosis',"TB ESOPHAGUS-OTH TEST",' ',' '
'01790','1    ','Tuberculosis',"TB OF ORGAN NEC-UNSPEC",' ',' '
'01791','1    ','Tuberculosis',"TB OF ORGAN NEC-NO EXAM",' ',' '
'01792','1    ','Tuberculosis',"TB ORGAN NEC-EXAM UNKN",' ',' '
'01793','1    ','Tuberculosis',"TB OF ORGAN NEC-MICRO DX",' ',' '
'01794','1    ','Tuberculosis',"TB OF ORGAN NEC-CULT DX",' ',' '
'01795','1    ','Tuberculosis',"TB OF ORGAN NEC-HISTO DX",' ',' '
'01796','1    ','Tuberculosis',"TB OF ORGAN NEC-OTH TEST",' ',' '
'01800','1    ','Tuberculosis',"ACUTE MILIARY TB-UNSPEC",' ',' '
'01801','1    ','Tuberculosis',"ACUTE MILIARY TB-NO EXAM",' ',' '
'01802','1    ','Tuberculosis',"AC MILIARY TB-EXAM UNKN",' ',' '
'01803','1    ','Tuberculosis',"AC MILIARY TB-MICRO DX",' ',' '
'01804','1    ','Tuberculosis',"ACUTE MILIARY TB-CULT DX",' ',' '
'01805','1    ','Tuberculosis',"AC MILIARY TB-HISTO DX",' ',' '
'01806','1    ','Tuberculosis',"AC MILIARY TB-OTH TEST",' ',' '
'01880','1    ','Tuberculosis',"MILIARY TB NEC-UNSPEC",' ',' '
'01881','1    ','Tuberculosis',"MILIARY TB NEC-NO EXAM",' ',' '
'01882','1    ','Tuberculosis',"MILIARY TB NEC-EXAM UNKN",' ',' '
'01883','1    ','Tuberculosis',"MILIARY TB NEC-MICRO DX",' ',' '
'01884','1    ','Tuberculosis',"MILIARY TB NEC-CULT DX",' ',' '
'01885','1    ','Tuberculosis',"MILIARY TB NEC-HISTO DX",' ',' '
'01886','1    ','Tuberculosis',"MILIARY TB NEC-OTH TEST",' ',' '
'01890','1    ','Tuberculosis',"MILIARY TB NOS-UNSPEC",' ',' '
'01891','1    ','Tuberculosis',"MILIARY TB NOS-NO EXAM",' ',' '
'01892','1    ','Tuberculosis',"MILIARY TB NOS-EXAM UNKN",' ',' '
'01893','1    ','Tuberculosis',"MILIARY TB NOS-MICRO DX",' ',' '
'01894','1    ','Tuberculosis',"MILIARY TB NOS-CULT DX",' ',' '
'01895','1    ','Tuberculosis',"MILIARY TB NOS-HISTO DX",' ',' '
'01896','1    ','Tuberculosis',"MILIARY TB NOS-OTH TEST",' ',' '
'1370 ','1    ','Tuberculosis',"LATE EFFECT TB- RESP/NOS",' ',' '
'1371 ','1    ','Tuberculosis',"LATE EFFECT CNS TB",' ',' '
'1372 ','1    ','Tuberculosis',"LATE EFFECT GU TB",' ',' '
'1373 ','1    ','Tuberculosis',"LATE EFF BONE & JOINT TB",' ',' '
'1374 ','1    ','Tuberculosis',"LATE EFFECT TB NEC",' ',' '
'V1201','1    ','Tuberculosis',"HX TUBERCULOSIS (Begin 1994)",' ',' '
'0031 ','2    ','Septicemia',"SALMONELLA SEPTICEMIA",' ',' '
'0202 ','2    ','Septicemia',"SEPTICEMIC PLAGUE",' ',' '
'0223 ','2    ','Septicemia',"ANTHRAX SEPTICEMIA",' ',' '
'0362 ','2    ','Septicemia',"MENINGOCOCCEMIA",' ',' '
'0380 ','2    ','Septicemia',"STREPTOCOCCAL SEPTICEMIA",' ',' '
'0381 ','2    ','Septicemia',"STAPHYLOCOCC SEPTICEMIA (End 1997)",' ',' '
'03810','2    ','Septicemia',"STAPH SEPTICEMIA- UNSPEC (Begin 1997)",' ',' '
'03811','2    ','Septicemia',"STAPH AUREUS SEPTICEMIA (Begin 1997)",' ',' '
'03812','2    ','Septicemia',"MRSA SEPTICEMIA (Begin 2008)",' ',' '
'03819','2    ','Septicemia',"OT STAPH SEPTICEMIA (Begin 1997)",' ',' '
'0382 ','2    ','Septicemia',"PNEUMOCOCCAL SEPTICEMIA",' ',' '
'0383 ','2    ','Septicemia',"ANAEROBIC SEPTICEMIA",' ',' '
'03840','2    ','Septicemia',"GRAM-NEG SEPTICEMIA NOS",' ',' '
'03841','2    ','Septicemia',"H. INFLUENAE SEPTICEMIA",' ',' '
'03842','2    ','Septicemia',"E COLI SEPTICEMIA",' ',' '
'03843','2    ','Septicemia',"PSEUDOMONAS SEPTICEMIA",' ',' '
'03844','2    ','Septicemia',"SERRATIA SEPTICEMIA",' ',' '
'03849','2    ','Septicemia',"GRAM-NEG SEPTICEMIA NEC",' ',' '
'0388 ','2    ','Septicemia',"SEPTICEMIA NEC",' ',' '
'0389 ','2    ','Septicemia',"SEPTICEMIA NOS",' ',' '
'0545 ','2    ','Septicemia',"HERPETIC SEPTICEMIA",' ',' '
'449  ','2    ','Septicemia',"SEPTIC ARTERIAL EMBOLISM (Begin 2007)",' ',' '
'77181','2    ','Septicemia (except in labor)',"SEPTICEMIA [SEPSIS] OF NEWBORN (Begin 2002)",' ',' '
'7907 ','2    ','Septicemia',"BACTEREMIA NOS",' ',' '
'99591','2    ','Septicemia',"SYS INFLAM / INFECTI W/O ORGAN DYSFUNC (Begin 2002)",' ',' '
'99592','2    ','Septicemia',"SYS INFLAM / INFECTI W ORGAN DYSFUNCTI (Begin 2002)",' ',' '
'0200 ','3    ','Oth bact inf',"BUBONIC PLAGUE",' ',' '
'0208 ','3    ','Oth bact inf',"OTHER TYPES OF PLAGUE",' ',' '
'0209 ','3    ','Oth bact inf',"PLAGUE NOS",' ',' '
'0218 ','3    ','Oth bact inf',"TULAREMIA NEC",' ',' '
'0219 ','3    ','Oth bact inf',"TULAREMIA NOS",' ',' '
'0228 ','3    ','Oth bact inf',"OTHER ANTHRAX MANIFEST",' ',' '
'0229 ','3    ','Oth bact inf',"ANTHRAX NOS",' ',' '
'0230 ','3    ','Oth bact inf',"BRUCELLA MELITENSIS",' ',' '
'0231 ','3    ','Oth bact inf',"BRUCELLA ABORTUS",' ',' '
'0232 ','3    ','Oth bact inf',"BRUCELLA SUIS",' ',' '
'0233 ','3    ','Oth bact inf',"BRUCELLA CANIS",' ',' '
'0238 ','3    ','Oth bact inf',"BRUCELLOSIS NEC",' ',' '
'0239 ','3    ','Oth bact inf',"BRUCELLOSIS NOS",' ',' '
'024  ','3    ','Oth bact inf',"GLANDERS",' ',' '
'025  ','3    ','Oth bact inf',"MELIOIDOSIS",' ',' '
'0260 ','3    ','Oth bact inf',"SPIRILLARY FEVER",' ',' '
'0269 ','3    ','Oth bact inf',"RAT-BITE FEVER NOS",' ',' '
'0270 ','3    ','Oth bact inf',"LISTERIOSIS",' ',' '
'0271 ','3    ','Oth bact inf',"ERYSIPELOTHRIX INFECTION",' ',' '
'0272 ','3    ','Oth bact inf',"PASTEURELLOSIS",' ',' '
'0278 ','3    ','Oth bact inf',"ZOONOTIC BACT DIS NEC",' ',' '
'0279 ','3    ','Oth bact inf',"ZOONOTIC BACT DIS NOS",' ',' '
'0300 ','3    ','Oth bact inf',"LEPROMATOUS LEPROSY",' ',' '
'0301 ','3    ','Oth bact inf',"TUBERCULOID LEPROSY",' ',' '
'0302 ','3    ','Oth bact inf',"INDETERMINATE LEPROSY",' ',' '
'0303 ','3    ','Oth bact inf',"BORDERLINE LEPROSY",' ',' '
'0308 ','3    ','Oth bact inf',"LEPROSY NEC",' ',' '
'0309 ','3    ','Oth bact inf',"LEPROSY NOS",' ',' '
'0312 ','3    ','Oth bact inf',"DX DUE TO DISSEM MYCOBACT (Begin 1997)",' ',' '
'0318 ','3    ','Oth bact inf',"MYCOBACTERIAL DIS NEC",' ',' '
'0319 ','3    ','Oth bact inf',"MYCOBACTERIAL DIS NOS",' ',' '
'03289','3    ','Oth bact inf',"DIPHTHERIA NEC",' ',' '
'0329 ','3    ','Oth bact inf',"DIPHTHERIA NOS",' ',' '
'0330 ','3    ','Oth bact inf',"BORDETELLA PERTUSSIS",' ',' '
'0331 ','3    ','Oth bact inf',"BORDETELLA PARAPERTUSSIS",' ',' '
'0338 ','3    ','Oth bact inf',"WHOOPING COUGH NEC",' ',' '
'0339 ','3    ','Oth bact inf',"WHOOPING COUGH NOS",' ',' '
'0341 ','3    ','Oth bact inf',"SCARLET FEVER",' ',' '
'0363 ','3    ','Oth bact inf',"MENINGOCOCC ADRENAL SYND",' ',' '
'03681','3    ','Oth bact inf',"MENINGOCOCC OPTIC NEURIT",' ',' '
'03689','3    ','Oth bact inf',"MENINGOCOCCAL INFECT NEC",' ',' '
'0369 ','3    ','Oth bact inf',"MENINGOCOCCAL INFECT NOS",' ',' '
'037  ','3    ','Oth bact inf',"TETANUS",' ',' '
'0392 ','3    ','Oth bact inf',"ABDOMINAL ACTINOMYCOSIS",' ',' '
'0393 ','3    ','Oth bact inf',"CERVICOFAC ACTINOMYCOSIS",' ',' '
'0394 ','3    ','Oth bact inf',"MADURA FOOT",' ',' '
'0398 ','3    ','Oth bact inf',"ACTINOMYCOSIS NEC",' ',' '
'0399 ','3    ','Oth bact inf',"ACTINOMYCOSIS NOS",' ',' '
'0400 ','3    ','Oth bact inf',"GAS GANGRENE",' ',' '
'0401 ','3    ','Oth bact inf',"RHINOSCLEROMA",' ',' '
'0402 ','3    ','Oth bact inf',"WHIPPLE-S DISEASE",' ',' '
'0403 ','3    ','Oth bact inf',"NECROBACILLOSIS",' ',' '
'04042','3    ','Oth bact inf',"WOUND BOTULISM (Begin 2007)",' ',' '
'04081','3    ','Oth bact inf',"TROPICAL PYOMYOSITIS",' ',' '
'04082','3    ','Oth bact inf',"TOXIC SHOCK SYNDROME (Begin 2002)",' ',' '
'04089','3    ','Oth bact inf',"BACTERIAL DISEASES NEC",' ',' '
'0410 ','3    ','Oth bact inf',"STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992)",' ',' '
'04100','3    ','Oth bact inf',"STREPTOCOCCUS UNSPEC (Begin 1992)",' ',' '
'04101','3    ','Oth bact inf',"GROUP A STREPTOCOCCUS (Begin 1992)",' ',' '
'04102','3    ','Oth bact inf',"GROUP B STREPTOCOCCUS (Begin 1992)",' ',' '
'04103','3    ','Oth bact inf',"GROUP C STREPTOCOCCUS (Begin 1992)",' ',' '
'04104','3    ','Oth bact inf',"GROUP D STREPTOCOCCUS (Begin 1992)",' ',' '
'04105','3    ','Oth bact inf',"GROUP G STREPTOCOCCUS (Begin 1992)",' ',' '
'04109','3    ','Oth bact inf',"OTHER STREPTOCOCCUS (Begin 1992)",' ',' '
'0411 ','3    ','Oth bact inf',"STAPH INFECTION NOS (Begin 1980 End 1992)",' ',' '
'04110','3    ','Oth bact inf',"STAPH UNSPEC (Begin 1992)",' ',' '
'04111','3    ','Oth bact inf',"STAPH AUREUS (Begin 1992)",' ',' '
'04112','3    ','Oth bact inf',"MRSA ELSEWHERE/NOS (Begin 2008)",' ',' '
'04119','3    ','Oth bact inf',"OTHER STAPH (Begin 1992)",' ',' '
'0412 ','3    ','Oth bact inf',"PNEUMOCOCCUS INFECT NOS",' ',' '
'0413 ','3    ','Oth bact inf',"KLEBSIELLA INFECT NOS",' ',' '
'0414 ','3    ','Oth bact inf',"E. COLI INFECT NOS (end 2011)",' ',' '
'04141','3    ','Oth bact inf',"Shiga txn-produce E.coli (Begin 2011)",' ',' '
'04142','3    ','Oth bact inf',"Shga txn prod E.coli NEC (Begin 2011)",' ',' '
'04143','3    ','Oth bact inf',"Shga txn prod E.coli NOS (Begin 2011)",' ',' '
'04149','3    ','Oth bact inf',"E.coli infection NEC/NOS (Begin 2011)",' ',' '
'0415 ','3    ','Oth bact inf',"H. INFLUENZAE INFECT NOS",' ',' '
'0416 ','3    ','Oth bact inf',"PROTEUS INFECTION NOS",' ',' '
'0417 ','3    ','Oth bact inf',"PSEUDOMONAS INFECT NOS",' ',' '
'0418 ','3    ','Oth bact inf',"BACTERIAL INFECTION NEC (Begin 1980 End 1992)",' ',' '
'04181','3    ','Oth bact inf',"MYCOPLASMA (Begin 1992)",' ',' '
'04182','3    ','Oth bact inf',"BACILLUS FRAGILIS (Begin 1992)",' ',' '
'04183','3    ','Oth bact inf',"CLOSTRID PERFRINGENS (Begin 1992)",' ',' '
'04184','3    ','Oth bact inf',"OTHER ANAEROBES (Begin 1992)",' ',' '
'04185','3    ','Oth bact inf',"OTHER GRAM NEG ORGS (Begin 1992)",' ',' '
'04186','3    ','Oth bact inf',"HELICOBACTER PYLORI INFECTION (Begin 1995)",' ',' '
'04189','3    ','Oth bact inf',"OTHER SPEC BACTERIA (Begin 1992)",' ',' '
'0419 ','3    ','Oth bact inf',"BACTERIAL INFECTION NOS",' ',' '
'390  ','3    ','Oth bact inf',"RHEUM FEV W/O HRT INVOLV",' ',' '
'3929 ','3    ','Oth bact inf',"RHEUMATIC CHOREA NOS",' ',' '
'7953 ','3    ','Oth bact inf',"POSITIVE CULTURE FINDING (End 2002)",' ',' '
'79531','3    ','Oth bact inf',"NONSPECIFIC POSITIVE FINDINGS/ANTHRAX (Begin 2002)",' ',' '
'79539','3    ','Oth bact inf',"OTHER NONSPECIFIC POSITIVE CULTURE (Begin 2002)",' ',' '
'V090 ','3    ','Oth bact inf',"INFEC-PENICILLIN-RESIST ORGS (Begin 1993)",' ',' '
'V091 ','3    ','Oth bact inf',"INFEC-CEPHALOSPORIN-RESIST ORGS (Begin 1993)",' ',' '
'V092 ','3    ','Oth bact inf',"INFEC-MACROLIDES-RESIST ORGS (Begin 1993)",' ',' '
'V093 ','3    ','Oth bact inf',"INFEC-TETRACYCLINE-RESIST ORGS (Begin 1993)",' ',' '
'V094 ','3    ','Oth bact inf',"INFEC-AMINOGLYCOSIDE-RESIST ORGS (Begin 1993)",' ',' '
'V0950','3    ','Oth bact inf',"INFEC-UNRESIST TO MULT QUINOLONES (Begin 1993)",' ',' '
'V0951','3    ','Oth bact inf',"INFEC-MULT QUINOLONES-RESIST ORGS (Begin 1993)",' ',' '
'V096 ','3    ','Oth bact inf',"INFEC-SULFONAMIDES-RESIST ORGS (Begin 1993)",' ',' '
'V0970','3    ','Oth bact inf',"INFEC-NOT MULTI-ANTIMYCOBACT-RESIS (Begin 1993)",' ',' '
'V0971','3    ','Oth bact inf',"INFEC-MULTI-ANTIMYCOBAC-RESIS ORGS (Begin 1993)",' ',' '
'V0980','3    ','Oth bact inf',"INFEC-OTH ORGS NOT MULTIDRUG-RESIS (Begin 1993)",' ',' '
'V0981','3    ','Oth bact inf',"INFEC-OTH MULTI-DRUG-RESIST ORGS (Begin 1993)",' ',' '
'V0990','3    ','Oth bact inf',"INFEC-UNSP ORGS NOT MULTDRUG-RESIS (Begin 1993)",' ',' '
'V0991','3    ','Oth bact inf',"INFEC-UNSPEC MULTIDRUG-RESIST ORGS (Begin 1993)",' ',' '
'V1204','3    ','Oth bact inf',"HX METHICLN RESIST STAPH (Begin 2008)",' ',' '
'1100 ','4    ','Mycoses',"DERMATOPHYT SCALP/BEARD",' ',' '
'1101 ','4    ','Mycoses',"DERMATOPHYTOSIS OF NAIL",' ',' '
'1102 ','4    ','Mycoses',"DERMATOPHYTOSIS OF HAND",' ',' '
'1103 ','4    ','Mycoses',"DERMATOPHYTOSIS OF GROIN",' ',' '
'1104 ','4    ','Mycoses',"DERMATOPHYTOSIS OF FOOT",' ',' '
'1105 ','4    ','Mycoses',"DERMATOPHYTOSIS OF BODY",' ',' '
'1106 ','4    ','Mycoses',"DEEP DERMATOPHYTOSIS",' ',' '
'1108 ','4    ','Mycoses',"DERMATOPHYTOSIS SITE NEC",' ',' '
'1109 ','4    ','Mycoses',"DERMATOPHYTOSIS SITE NOS",' ',' '
'1110 ','4    ','Mycoses',"PITYRIASIS VERSICOLOR",' ',' '
'1111 ','4    ','Mycoses',"TINEA NIGRA",' ',' '
'1112 ','4    ','Mycoses',"TINEA BLANCA",' ',' '
'1113 ','4    ','Mycoses',"BLACK PIEDRA",' ',' '
'1118 ','4    ','Mycoses',"DERMATOMYCOSES NEC",' ',' '
'1119 ','4    ','Mycoses',"DERMATOMYCOSIS NOS",' ',' '
'1120 ','4    ','Mycoses',"THRUSH",' ',' '
'1121 ','4    ','Mycoses',"CANDIDAL VULVOVAGINITIS",' ',' '
'1122 ','4    ','Mycoses',"CANDIDIAS UROGENITAL NEC",' ',' '
'1123 ','4    ','Mycoses',"CUTANEOUS CANDIDIASIS",' ',' '
'1125 ','4    ','Mycoses',"DISSEMINATED CANDIDIASIS",' ',' '
'11282','4    ','Mycoses',"CANDIDAL OTITIS EXTERNA",' ',' '
'11284','4    ','Mycoses',"CANDIDAL ESOPHAGITIS (Begin 1992)",' ',' '
'11285','4    ','Mycoses',"CANDIDAL ENTERITIS (Begin 1992)",' ',' '
'11289','4    ','Mycoses',"CANDIDIASIS SITE NEC",' ',' '
'1129 ','4    ','Mycoses',"CANDIDIASIS SITE NOS",' ',' '
'1141 ','4    ','Mycoses',"PRIM CUTAN COCCIDIOID",' ',' '
'1143 ','4    ','Mycoses',"PROGRESS COCCIDIOID NEC",' ',' '
'1149 ','4    ','Mycoses',"COCCIDIOIDOMYCOSIS NOS",' ',' '
'11500','4    ','Mycoses',"HISTOPLASMA CAPSULAT NOS",' ',' '
'11509','4    ','Mycoses',"HISTOPLASMA CAPSULAT NEC",' ',' '
'11510','4    ','Mycoses',"HISTOPLASMA DUBOISII NOS",' ',' '
'11519','4    ','Mycoses',"HISTOPLASMA DUBOISII NEC",' ',' '
'11590','4    ','Mycoses',"HISTOPLASMOSIS NOS",' ',' '
'11599','4    ','Mycoses',"HISTOPLASMOSIS NEC",' ',' '
'1160 ','4    ','Mycoses',"BLASTOMYCOSIS",' ',' '
'1161 ','4    ','Mycoses',"PARACOCCIDIOIDOMYCOSIS",' ',' '
'1162 ','4    ','Mycoses',"LOBOMYCOSIS",' ',' '
'1170 ','4    ','Mycoses',"RHINOSPORIDIOSIS",' ',' '
'1171 ','4    ','Mycoses',"SPOROTRICHOSIS",' ',' '
'1172 ','4    ','Mycoses',"CHROMOBLASTOMYCOSIS",' ',' '
'1173 ','4    ','Mycoses',"ASPERGILLOSIS",' ',' '
'1174 ','4    ','Mycoses',"MYCOTIC MYCETOMAS",' ',' '
'1175 ','4    ','Mycoses',"CRYPTOCOCCOSIS",' ',' '
'1176 ','4    ','Mycoses',"ALLESCHERIOSIS",' ',' '
'1177 ','4    ','Mycoses',"ZYGOMYCOSIS",' ',' '
'1178 ','4    ','Mycoses',"DEMATIACIOUS FUNGI INF",' ',' '
'1179 ','4    ','Mycoses',"MYCOSES NEC & NOS",' ',' '
'118  ','4    ','Mycoses',"OPPORTUNISTIC MYCOSES",' ',' '
'042  ','5    ','HIV infectn',"HIV DISEASE (Begin 1994)",' ',' '
'0420 ','5    ','HIV infectn',"HIV W/SPECIF INFECTIONS (Begin 1986 End 1994)",' ',' '
'0421 ','5    ','HIV infectn',"HIV CAUS OTH SPEC INFECT (Begin 1986 End 1994)",' ',' '
'0422 ','5    ','HIV infectn',"HIV W/SPEC MALIG NEOPLSM (Begin 1986 End 1994)",' ',' '
'0429 ','5    ','HIV infectn',"AIDS- UNSPECIFIED (Begin 1986 End 1994)",' ',' '
'0430 ','5    ','HIV infectn',"HIV CAUS LYMPHADENOPATHY (Begin 1986 End 1994)",' ',' '
'0431 ','5    ','HIV infectn',"HIV CAUS SP CNS DISEASE (Begin 1986 End 1994)",' ',' '
'0432 ','5    ','HIV infectn',"HIV CAUS OT DISOR IMMUNE (Begin 1986 End 1994)",' ',' '
'0433 ','5    ','HIV infectn',"HIV CAUS OTH SPECIF COND (Begin 1986 End 1994)",' ',' '
'0439 ','5    ','HIV infectn',"ARC- UNSPECIFIED (Begin 1986 End 1994)",' ',' '
'0440 ','5    ','HIV infectn',"HIV CAUS ACUTE INFECTION (Begin 1986 End 1994)",' ',' '
'0449 ','5    ','HIV infectn',"HIV- UNSPECIFIED (Begin 1986 End 1994)",' ',' '
'07953','5    ','HIV infectn',"HIV TYPE 2 (Begin 1993)",' ',' '
'27910','5    ','HIV infectn',"IMMUNDEF T-CELL DEF NOS",' ',' '
'27919','5    ','HIV infectn',"DEFIC CELL IMMUNITY NOS",' ',' '
'79571','5    ','HIV infectn',"NONSPECIFIC SEROLOG HIV (Begin 1994)",' ',' '
'7958 ','5    ','HIV infectn',"POSITIVE SERO/VIRAL HIV (Begin 1986 End 1994)",' ',' '
'V08  ','5    ','HIV infectn',"HIV POSITIVE NOS (Begin 1994)",' ',' '
'0700 ','6    ','Hepatitis',"HEPATITIS A WITH COMA",' ',' '
'0701 ','6    ','Hepatitis',"HEPATITIS A W/O COMA",' ',' '
'0702 ','6    ','Hepatitis',"HEPATITIS B WITH COMA (Begin 1980 End 1991)",' ',' '
'07020','6    ','Hepatitis',"VRL HEPAT B CM W/O DELTA (Begin 1991)",' ',' '
'07021','6    ','Hepatitis',"VRL HEPAT B CM W DELTA (Begin 1991)",' ',' '
'07022','6    ','Hepatitis',"CHR HEPAT COMA W/O DELTA (Begin 1994)",' ',' '
'07023','6    ','Hepatitis',"CHR HEPAT COMA W/ DELTA (Begin 1994)",' ',' '
'0703 ','6    ','Hepatitis',"HEPATITIS B W/O COMA (Begin 1980 End 1991)",' ',' '
'07030','6    ','Hepatitis',"VRL HPT B W/O CM W/O DLT (Begin 1991)",' ',' '
'07031','6    ','Hepatitis',"VRL HPT B W/O CM W DELTA (Begin 1991)",' ',' '
'07032','6    ','Hepatitis',"CHR HEPAT W/O COMA W/O DELTA (Begin 1994)",' ',' '
'07033','6    ','Hepatitis',"CHR HEPAT W/O COMA W/ DELTA (Begin 1994)",' ',' '
'0704 ','6    ','Hepatitis',"VIRAL HEPAT NEC W COMA (Begin 1980 End 1991)",' ',' '
'07041','6    ','Hepatitis',"SPF VRL HPT CM HPT C (Begin 1991)",' ',' '
'07042','6    ','Hepatitis',"SPF VRL HPT CM DLT W/O B (Begin 1991)",' ',' '
'07043','6    ','Hepatitis',"SPF VRL HPT CM HPT E (Begin 1991)",' ',' '
'07044','6    ','Hepatitis',"CHR HEPAT C W/ COMA (Begin 1994)",' ',' '
'07049','6    ','Hepatitis',"SPF VRL HPT CM (Begin 1991)",' ',' '
'0705 ','6    ','Hepatitis',"VIRAL HEPAT NEC W/O COMA (Begin 1980 End 1991)",' ',' '
'07051','6    ','Hepatitis',"VRL HPT W/O CM HEPAT C (Begin 1991)",' ',' '
'07052','6    ','Hepatitis',"VRL HPT W/O CM DLT W/O B (Begin 1991)",' ',' '
'07053','6    ','Hepatitis',"VRL HPT W/O CM HEPAT E (Begin 1991)",' ',' '
'07054','6    ','Hepatitis',"CHR HEPAT C W/O COMA (Begin 1994)",' ',' '
'07059','6    ','Hepatitis',"VRL HPT W/O CM (Begin 1991)",' ',' '
